song_title,musical,subsection,year,composer,lyricist,lexical_richness,lexical_density,most_used_words,go_neutral,go_approval,go_excitement,go_curiosity,go_joy,go_admiration,go_confusion,go_realization,go_optimism,go_caring,go_love,go_desire,go_annoyance,go_surprise,go_amusement,go_relief,go_disapproval,go_pride,go_anger,go_disappointment,go_fear,go_nervousness,go_disgust,go_gratitude,go_sadness,go_embarrassment,go_grief,go_remorse
Five Forever,Little Women,Act 1,2005,Jason Howland,Mindi Dickstein,0.371,0.3452,"day, shall, forever, brother, swear",0.521,0.1138,0.0518,0.0012,0.1172,0.0836,0.0015,0.0155,0.0373,0.0688,0.0755,0.0192,0.0036,0.0019,0.0017,0.0065,0.0023,0.0107,0.0014,0.0025,0.0013,0.0009,0.0009,0.013,0.0031,0.0006,0.001,0.0011
More Than I Am,Little Women,Act 1,2005,Jason Howland,Mindi Dickstein,0.2899,0.2983,"meg, brooke, love, come, wait",0.3911,0.034,0.0135,0.0126,0.0096,0.0063,0.0037,0.0149,0.0433,0.0998,0.4364,0.0868,0.0062,0.0021,0.0021,0.0013,0.0039,0.0008,0.0056,0.0032,0.0023,0.0014,0.0017,0.0056,0.0037,0.0006,0.0009,0.002
Astonishing,Little Women,Act 1,2005,Jason Howland,Mindi Dickstein,0.4174,0.3826,"find, know, astonishing, think, life",0.1834,0.0598,0.1761,0.0808,0.0225,0.0398,0.1999,0.0362,0.0783,0.0037,0.0055,0.0452,0.0241,0.0417,0.0049,0.0027,0.0157,0.0061,0.0045,0.1127,0.0061,0.0061,0.0024,0.001,0.0184,0.0036,0.0015,0.002
Weekly Volcano Press,Little Women,Act 2,2005,Jason Howland,Mindi Dickstein,0.3554,0.4204,"clarissa, jo, know, come, dream",0.5525,0.0432,0.024,0.0244,0.0064,0.0473,0.0154,0.0167,0.0263,0.0223,0.0037,0.0253,0.0206,0.0052,0.0017,0.0014,0.0176,0.0013,0.0043,0.0612,0.0839,0.0082,0.0028,0.0004,0.0358,0.0049,0.0015,0.0024
How I Am,Little Women,Act 2,2005,Jason Howland,Mindi Dickstein,0.4231,0.4062,"day, ask, life, letter, go",0.3223,0.0761,0.032,0.1866,0.0982,0.0114,0.0915,0.0706,0.0121,0.0234,0.0037,0.015,0.0221,0.0205,0.0029,0.0116,0.0077,0.0022,0.0025,0.0651,0.0115,0.0437,0.0015,0.0011,0.0398,0.0031,0.0027,0.0024
Some Things Are Meant to Be,Little Women,Act 2,2005,Jason Howland,Mindi Dickstein,0.4682,0.4381,"beth, jo, let, thing, speak",0.391,0.1365,0.0292,0.0024,0.1056,0.0239,0.0015,0.009,0.036,0.0814,0.3305,0.0295,0.0043,0.001,0.0037,0.0039,0.0031,0.0023,0.0019,0.0038,0.0012,0.0012,0.0009,0.0028,0.0081,0.0004,0.0011,0.0021
Most Amazing Thing,Little Women,Act 2,2005,Jason Howland,Mindi Dickstein,0.3885,0.3654,"amy, laurie, amazing, speak, tell",0.1552,0.0591,0.1625,0.2249,0.0318,0.4449,0.038,0.0205,0.0055,0.0017,0.0599,0.0024,0.0031,0.1046,0.0063,0.0018,0.0029,0.0028,0.0018,0.0033,0.0047,0.0026,0.0014,0.0012,0.0032,0.0012,0.0011,0.0005
Days of Plenty,Little Women,Act 2,2005,Jason Howland,Mindi Dickstein,0.4455,0.4171,"want, day, believe, reason, plenty",0.1051,0.077,0.0054,0.0379,0.0047,0.0163,0.0042,0.0084,0.276,0.2778,0.0106,0.3868,0.0138,0.002,0.0015,0.003,0.0134,0.0016,0.0042,0.0482,0.0028,0.0026,0.0046,0.009,0.052,0.0011,0.0025,0.0054
Fire Within Me,Little Women,Act 2,2005,Jason Howland,Mindi Dickstein,0.4564,0.4186,"forever, say, room, think, promise",0.3199,0.081,0.0362,0.0153,0.0123,0.1149,0.0131,0.0246,0.0395,0.0273,0.0433,0.0622,0.0172,0.112,0.0017,0.0033,0.0113,0.0031,0.0032,0.0583,0.0041,0.0045,0.0017,0.0018,0.1377,0.0014,0.0066,0.0024
Small Umbrella in the Rain,Little Women,Act 2,2005,Jason Howland,Mindi Dickstein,0.3371,0.4022,"jo, professor, bhaer, small, common",0.4855,0.1618,0.0076,0.0666,0.0187,0.0054,0.0428,0.0214,0.015,0.0195,0.0417,0.0048,0.0255,0.0031,0.0031,0.0025,0.0447,0.0005,0.0032,0.0324,0.0012,0.0034,0.0013,0.0008,0.1289,0.0011,0.0027,0.0037
Sometimes When You Dream (Reprise),Little Women,Act 2,2005,Jason Howland,Mindi Dickstein,0.7451,0.4902,"jo, dream, come, true, extraordinary",0.1776,0.0257,0.0561,0.4095,0.0066,0.0415,0.0479,0.0274,0.0213,0.002,0.0029,0.0071,0.0055,0.1745,0.0017,0.0011,0.0024,0.0006,0.0012,0.0074,0.0032,0.0026,0.0011,0.0002,0.0027,0.0009,0.0007,0.0004
Teach Me Tonight,Liza's at the Palace,Act 1,2008,Unknown,Unknown,0.6117,0.466,"love, learn, teach, tonight, sky",0.235,0.085,0.0143,0.1618,0.0158,0.0068,0.1435,0.0157,0.0162,0.0355,0.5099,0.0114,0.0085,0.0082,0.0015,0.0012,0.0102,0.0004,0.0054,0.0053,0.0043,0.0046,0.0016,0.0026,0.0055,0.0011,0.0009,0.0033
I Would Never Leave You,Liza's at the Palace,Act 1,2008,Unknown,Unknown,0.4034,0.4454,"leave, oh, know, look, thing",0.4898,0.202,0.0061,0.0546,0.0034,0.0082,0.0074,0.0978,0.0199,0.06,0.0063,0.0066,0.0131,0.0087,0.0008,0.0053,0.0057,0.0016,0.0039,0.0487,0.0042,0.0046,0.0015,0.0007,0.0936,0.002,0.0038,0.0026
"If You Hadn't, But You Did",Liza's at the Palace,Act 1,2008,Unknown,Unknown,0.3269,0.3365,"not, go, goodbye, ve, s",0.721,0.0127,0.0023,0.0061,0.0047,0.0038,0.0081,0.0161,0.0162,0.0081,0.01,0.0157,0.024,0.0025,0.0028,0.0013,0.0073,0.0006,0.0059,0.0717,0.0044,0.0062,0.014,0.0011,0.1269,0.0018,0.0034,0.009
What Makes A Man A Man,Liza's at the Palace,Act 1,2008,Unknown,Unknown,0.4529,0.4439,"man, tell, love, come, make",0.2866,0.1036,0.0046,0.044,0.011,0.0168,0.0947,0.0391,0.0082,0.0034,0.1683,0.0122,0.0528,0.1179,0.0213,0.0025,0.026,0.0014,0.0099,0.0563,0.0021,0.0046,0.004,0.0011,0.034,0.004,0.0015,0.0039
My Own Best Friend,Liza's at the Palace,Act 1,2008,Unknown,Unknown,0.5072,0.4783,"good, friend, baby, know, scratchin",0.4167,0.3459,0.0092,0.0006,0.0143,0.0343,0.001,0.1001,0.1362,0.016,0.0043,0.0072,0.0195,0.0009,0.0016,0.0058,0.008,0.0059,0.0026,0.027,0.001,0.0008,0.0022,0.0032,0.0264,0.0019,0.0015,0.0018
Maybe This Time,Liza's at the Palace,Act 1,2008,Unknown,Unknown,0.4407,0.5,"time, maybe, love, lady, happen",0.1682,0.0595,0.017,0.0243,0.0095,0.003,0.0117,0.0088,0.1741,0.0107,0.3527,0.3984,0.0033,0.0025,0.0013,0.0008,0.0042,0.0004,0.0017,0.0088,0.0023,0.0019,0.0011,0.0005,0.0052,0.0004,0.0007,0.0017
He's Funny That Way,Liza's at the Palace,Act 1,2008,Unknown,Unknown,0.474,0.4545,"way, get, man, crazy, funny",0.3227,0.0309,0.0083,0.0039,0.2987,0.029,0.0037,0.0167,0.0109,0.0082,0.253,0.0063,0.0076,0.0017,0.337,0.0029,0.0036,0.001,0.0029,0.0057,0.0011,0.0017,0.0011,0.0016,0.0112,0.001,0.0011,0.0014
Cabaret,Liza's at the Palace,Act 1,2008,Unknown,Unknown,0.4214,0.4679,"come, cabaret, old, chum, life",0.3627,0.0673,0.0662,0.0501,0.1666,0.1045,0.0043,0.0224,0.0063,0.0033,0.2008,0.0037,0.0071,0.0039,0.0127,0.0032,0.003,0.0032,0.0017,0.0068,0.0013,0.0011,0.0019,0.001,0.0219,0.0015,0.0015,0.0008
But The World Goes 'Round,Liza's at the Palace,Act 2,2008,Unknown,Unknown,0.2871,0.5215,"round, go, world, break, somebody",0.5323,0.0271,0.0021,0.003,0.0095,0.0014,0.0061,0.0587,0.024,0.0089,0.0039,0.0077,0.015,0.0041,0.0027,0.0042,0.0169,0.0006,0.0015,0.1544,0.0046,0.0104,0.002,0.0006,0.3087,0.0021,0.0067,0.0044
Liza (All The Clouds'll Roll Away),Liza's at the Palace,Act 2,2008,Unknown,Unknown,0.304,0.2827,"s, liza, lisa, z, instead",0.7393,0.1177,0.0046,0.026,0.0055,0.002,0.0473,0.0285,0.0051,0.0014,0.0016,0.0011,0.0083,0.0044,0.0035,0.001,0.0084,0.0004,0.0012,0.0191,0.0016,0.0016,0.0015,0.0004,0.0633,0.0014,0.0014,0.0008
Mammy,Liza's at the Palace,Act 2,2008,Unknown,Unknown,0.4692,0.4385,"mammy, sun, shin, oh, east",0.1791,0.0705,0.212,0.0031,0.0844,0.0167,0.0021,0.0102,0.1705,0.1003,0.0164,0.0735,0.0045,0.0028,0.0049,0.006,0.0052,0.0042,0.0019,0.0179,0.0024,0.0032,0.0016,0.0048,0.0799,0.0023,0.004,0.2878
"New York, New York",Liza's at the Palace,Act 2,2008,Unknown,Unknown,0.3333,0.3684,"new, york, start, want, wake",0.3885,0.0294,0.0131,0.006,0.0047,0.0036,0.0022,0.0108,0.1263,0.0038,0.0034,0.5054,0.0185,0.0023,0.0029,0.0011,0.0041,0.0009,0.0032,0.0226,0.0016,0.0015,0.0036,0.0013,0.0085,0.0008,0.0009,0.0011
I'll Be Seeing You,Liza's at the Palace,Act 2,2008,Unknown,Unknown,0.593,0.4302,"see, day, way, old, familiar",0.5228,0.0511,0.0123,0.0039,0.0206,0.0124,0.0037,0.0133,0.1061,0.1261,0.1262,0.0918,0.0025,0.0022,0.0027,0.0021,0.0014,0.0011,0.0009,0.0022,0.0015,0.001,0.001,0.005,0.0029,0.0005,0.0008,0.0014
Prologue ('Lasto I Lamath'),Lord of the Rings,Act 1,2006,"A. R. Rahman , Värttinä , Christopher Nightingale","Shaun McKenna , Matthew Warchus",0.74,0.41,"ar, lamath, wind, listen, voice",0.3116,0.252,0.0022,0.0016,0.0019,0.0097,0.0023,0.0243,0.1923,0.4061,0.0032,0.0096,0.0054,0.0008,0.0005,0.0052,0.01,0.0017,0.0017,0.0033,0.0115,0.0036,0.0009,0.0049,0.004,0.0005,0.0013,0.0022
Springle Ring,Lord of the Rings,Act 1,2006,"A. R. Rahman , Värttinä , Christopher Nightingale","Shaun McKenna , Matthew Warchus",1.0,0.75,"instrumental, update, june",0.8713,0.0141,0.0131,0.002,0.0106,0.0014,0.0038,0.0447,0.0054,0.0009,0.0011,0.0028,0.0039,0.0044,0.0033,0.0024,0.0011,0.001,0.0007,0.005,0.0017,0.0016,0.0013,0.0071,0.0049,0.0012,0.0009,0.001
The Road Goes On,Lord of the Rings,Act 1,2006,"A. R. Rahman , Värttinä , Christopher Nightingale","Shaun McKenna , Matthew Warchus",0.3962,0.4505,"road, mile, go, stile, hilya",0.8318,0.0518,0.0166,0.0299,0.006,0.0293,0.014,0.0119,0.0059,0.0028,0.0037,0.0022,0.0042,0.0064,0.0016,0.0007,0.0036,0.0008,0.001,0.0025,0.0012,0.0005,0.0012,0.0007,0.0013,0.0004,0.0003,0.0003
Saruman,Lord of the Rings,Act 1,2006,"A. R. Rahman , Värttinä , Christopher Nightingale","Shaun McKenna , Matthew Warchus",0.4359,0.1026,"eä, arda, ainulindalë, rána, nénar",0.9571,0.0193,0.0023,0.0014,0.002,0.002,0.0029,0.0128,0.0021,0.0008,0.001,0.001,0.0063,0.0011,0.0025,0.0005,0.0027,0.0004,0.0014,0.0034,0.0013,0.0005,0.0019,0.001,0.0024,0.0008,0.0004,0.0004
The Cat And The Moon,Lord of the Rings,Act 1,2006,"A. R. Rahman , Värttinä , Christopher Nightingale","Shaun McKenna , Matthew Warchus",0.375,0.471,"hey, moon, fo, ho, fiddle",0.9133,0.0219,0.0165,0.0014,0.0307,0.0085,0.0014,0.0116,0.003,0.0029,0.0019,0.0022,0.0066,0.0028,0.0077,0.0016,0.0018,0.0017,0.0018,0.0029,0.002,0.0008,0.0022,0.001,0.0021,0.0011,0.0006,0.0004
Flight To The Ford,Lord of the Rings,Act 1,2006,"A. R. Rahman , Värttinä , Christopher Nightingale","Shaun McKenna , Matthew Warchus",0.24,0.416,"thrakatulk, ash, nazg, yay, thraka",0.9336,0.0168,0.0033,0.0015,0.0031,0.0019,0.0043,0.0347,0.0034,0.0008,0.0009,0.0012,0.0059,0.0021,0.0034,0.0009,0.0033,0.0005,0.0015,0.0037,0.0014,0.0007,0.0019,0.0021,0.0023,0.0011,0.0005,0.0006
The Song Of Hope,Lord of the Rings,Act 1,2006,"A. R. Rahman , Värttinä , Christopher Nightingale","Shaun McKenna , Matthew Warchus",0.8765,0.6173,"let, arwen, undulv, ily, tier",0.7963,0.017,0.005,0.0018,0.0043,0.0024,0.0033,0.0232,0.0089,0.0204,0.0014,0.0081,0.0058,0.0025,0.002,0.0022,0.0025,0.0008,0.0013,0.0095,0.0727,0.017,0.0025,0.002,0.0233,0.0012,0.002,0.0012
Star Of Ea'rendil,Lord of the Rings,Act 1,2006,"A. R. Rahman , Värttinä , Christopher Nightingale","Shaun McKenna , Matthew Warchus",0.6348,0.4261,"o, lin, heed, man, arwen",0.7384,0.0416,0.004,0.0037,0.0036,0.0085,0.0023,0.0064,0.0998,0.1905,0.006,0.0187,0.0041,0.0007,0.0014,0.0015,0.0021,0.0009,0.0014,0.002,0.0015,0.0008,0.001,0.0037,0.002,0.0004,0.0006,0.0009
